,Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,total_weeks,performance
299,Rabbids Invasion: Mission to Mars,2/18/2022,2022,2,Winter,70,Animation / Comedy,,0,0,,,0,Streaming-flop
300,UFO,2/23/2022,2022,2,Winter,110,Drama,Not Rated,0,0,5.1,2907,2,Streaming-flop
301,A Madea Homecoming,2/25/2022,2022,2,Winter,107,Comedy,,0,0,,,5,Streaming-hit
302,Restless,2/25/2022,2022,2,Winter,96,Action thriller,R,1,1,5.8,5994,5,Streaming-hit
303,Against the Ice,3/2/2022,2022,3,Spring,103,Survival,R,0,0,6.5,31544,0,Streaming-flop
304,The Weekend Away,3/3/2022,2022,3,Spring,91,Thriller,PG-13,0,0,5.7,35694,3,Streaming-flop
305,The Invisible Thread,3/4/2022,2022,3,Spring,90,Comedy drama,,0,0,,,1,Streaming-flop
306,The Adam Project,3/11/2022,2022,3,Spring,106,Science fiction,PG-13,0,0,6.7,255832,8,Streaming-hit
307,Rescued by Ruby,3/17/2022,2022,3,Spring,93,Drama,G,0,0,7.2,13479,3,Streaming-flop
308,Black Crab,3/18/2022,2022,3,Spring,114,Thriller,R,0,0,5.7,28507,9,Streaming-hit
309,Without Saying Goodbye,3/18/2022,2022,3,Spring,96,Romantic comedy,,0,0,,,3,Streaming-flop
310,Windfall,3/18/2022,2022,3,Spring,92,Thriller,R,0,0,5.7,28516,2,Streaming-flop
311,In Good Hands,3/21/2022,2022,3,Spring,104,Romantic comedy,Not Rated,0,0,5.8,4671,7,Streaming-hit
312,Love Like the Falling Petals,3/24/2022,2022,3,Spring,129,Drama,Not Rated,0,0,6.6,1074,1,Streaming-flop
313,All Hail,3/30/2022,2022,3,Spring,118,Drama,Not Rated,0,0,5.6,4440,4,Streaming-hit
314,Apollo 10 1⁄2: A Space Age Childhood,4/1/2022,2022,4,Spring,98,Animation,,0,0,,,0,Streaming-flop
315,Battle: Freestyle,4/1/2022,2022,4,Spring,88,Romantic drama,Not Rated,0,1,4.7,727,1,Streaming-flop
316,The Bubble,4/1/2022,2022,4,Spring,126,Comedy,R,0,1,4.7,30317,2,Streaming-flop
317,Cobalt Blue,4/2/2022,2022,4,Spring,112,Romantic drama,Not Rated,0,0,6.6,2798,0,Streaming-flop
318,Dancing on Glass,4/8/2022,2022,4,Spring,139,Drama,Not Rated,0,0,5.6,1142,1,Streaming-flop
319,Metal Lords,4/8/2022,2022,4,Spring,98,Musical comedy drama,R,0,0,6.7,36487,1,Streaming-flop
320,Yaksha: Ruthless Operations,4/8/2022,2022,4,Spring,125,Spy,Not Rated,0,0,6.3,5248,4,Streaming-hit
321,The Taming of the Shrewd,4/13/2022,2022,4,Spring,112,Comedy,,0,0,,,3,Streaming-flop
322,Choose or Die,4/15/2022,2022,4,Spring,85,Horror,NR,0,0,4.8,28697,2,Streaming-flop
323,Man of God,4/16/2022,2022,4,Spring,111,Drama,Not Rated,0,0,4,227,0,Streaming-flop
324,The Turning Point,4/20/2022,2022,4,Spring,90,Drama,,0,0,,,2,Streaming-flop
325,365 Days: This Day,4/27/2022,2022,4,Spring,111,Erotic thriller,R,0,1,2.7,28005,4,Streaming-hit
326,Silverton Siege,4/27/2022,2022,4,Spring,101,Action thriller,PG-13,0,0,6.3,4803,2,Streaming-flop
327,Bubble,4/28/2022,2022,4,Spring,101,Anime,PG,0,0,6.4,9615,2,Streaming-flop
328,Honeymoon with My Mother,4/29/2022,2022,4,Spring,110,Comedy,,0,0,,,4,Streaming-hit
329,Rumspringa – An Amish in Berlin,4/29/2022,2022,4,Spring,102,Comedy,,0,0,,,0,Streaming-flop
330,Along for the Ride,5/6/2022,2022,5,Spring,107,Drama,Not Rated,0,0,6.2,10601,2,Streaming-flop
331,The Takedown,5/6/2022,2022,5,Spring,121,Action comedy,Not Rated,0,0,5.8,9586,8,Streaming-hit
332,Thar,5/6/2022,2022,5,Spring,108,Western thriller,Not Rated,0,0,6.1,8324,2,Streaming-flop
333,Senior Year,5/13/2022,2022,5,Spring,113,Comedy,R,0,0,5.5,47863,6,Streaming-hit
334,Toscana,5/18/2022,2022,5,Spring,90,Drama,Not Rated,0,0,6.1,84,4,Streaming-hit
335,A Perfect Pairing,5/19/2022,2022,5,Spring,102,Romantic comedy,PG,0,0,6.1,19293,5,Streaming-hit
336,F*ck Love Too,5/20/2022,2022,5,Spring,92,Romantic comedy,Not Rated,0,0,3.9,1522,4,Streaming-hit
337,Godspeed,5/23/2022,2022,5,Spring,119,Drama,Not Rated,0,0,6.5,3721,1,Streaming-flop
338,Interceptor,6/3/2022,2022,6,Summer,98,Action drama,Not Rated,0,0,4.7,29442,3,Streaming-flop
339,Hustle,6/8/2022,2022,6,Summer,118,Sports,R,0,0,7.3,162766,6,Streaming-hit
340,Trees of Peace,6/10/2022,2022,6,Summer,98,Drama,,0,0,,,1,Streaming-flop
341,Centauro,6/15/2022,2022,6,Summer,90,Action thriller,,0,0,,,2,Streaming-flop
342,Heart Parade,6/15/2022,2022,6,Summer,108,Romantic comedy,Not Rated,0,0,5.1,881,3,Streaming-flop
343,The Wrath of God,6/15/2022,2022,6,Summer,98,Thriller,Not Rated,0,0,5.8,5565,3,Streaming-flop
344,Spiderhead,6/17/2022,2022,6,Summer,107,Science fiction action thriller,R,0,0,5.5,72501,3,Streaming-flop
345,Doom of Love,6/20/2022,2022,6,Summer,100,Drama,Not Rated,0,0,4.9,2813,2,Streaming-flop
346,Love & Gelato,6/22/2022,2022,6,Summer,112,Romance,PG-13,0,0,5.2,7332,2,Streaming-flop
347,Blasted,6/28/2022,2022,6,Summer,115,Science fiction / comedy,Not Rated,0,0,4.8,2762,2,Streaming-flop
348,Beauty,6/29/2022,2022,6,Summer,95,Drama,R,0,0,4.2,928,0,Streaming-flop
349,"Hello, Goodbye, and Everything in Between",7/6/2022,2022,7,Summer,84,Romantic comedy,,0,0,,,2,Streaming-flop
350,Dangerous Liaisons,7/8/2022,2022,7,Summer,109,Romantic drama,R,0,0,4.2,2694,4,Streaming-hit
351,Jewel,7/8/2022,2022,7,Summer,80,Drama,R,0,0,3.5,185,0,Streaming-flop
352,The Sea Beast,7/8/2022,2022,7,Summer,119,CGI animation adventure,PG,0,0,7,64752,7,Streaming-hit
353,For Jojo,7/11/2022,2022,7,Summer,90,Drama,R,0,0,4,372,0,Streaming-flop
354,Under the Amalfi Sun,7/13/2022,2022,7,Summer,90,Comedy drama,PG-13,0,0,5.4,1633,2,Streaming-flop
355,Jaadugar,7/15/2022,2022,7,Summer,167,Comedy,Not Rated,0,0,6.8,12225,2,Streaming-flop
356,Persuasion,7/15/2022,2022,7,Summer,109,Drama,PG,0,0,5.8,39938,3,Streaming-flop
357,The Gray Man,7/22/2022,2022,7,Summer,129,Spy thriller,PG-13,0,0,6.5,269903,6,Streaming-hit
358,Recurrence,7/27/2022,2022,7,Summer,116,Thriller,,0,0,,,3,Streaming-flop
359,A Cut Above,7/28/2022,2022,7,Summer,91,Comedy,R,0,0,4.8,227,1,Streaming-flop
360,The Entitled,7/29/2022,2022,7,Summer,90,Romantic comedy,R,0,0,4.1,793,2,Streaming-flop
361,Purple Hearts,7/29/2022,2022,7,Summer,122,Romance,PG-13,0,0,6.7,70218,6,Streaming-hit
362,Buba,8/3/2022,2022,8,Summer,94,Comedy,R,0,0,5.9,3330,1,Streaming-flop
363,Don't Blame Karma!,8/3/2022,2022,8,Summer,85,Romantic comedy,Not Rated,0,0,4.7,973,0,Streaming-flop
364,Wedding Season,8/4/2022,2022,8,Summer,97,Comedy,Not Rated,0,0,6.4,12281,2,Streaming-flop
365,Carter,8/5/2022,2022,8,Summer,134,Action,NC-17,0,0,5.1,10743,4,Streaming-hit
366,Darlings,8/5/2022,2022,8,Summer,134,Comedy drama,Not Rated,0,0,6.7,23231,4,Streaming-hit
367,Rise of the Teenage Mutant Ninja Turtles: The Movie,8/5/2022,2022,8,Summer,82,Animated action-adventure,PG,0,0,6.2,7826,0,Streaming-flop
368,Heartsong,8/10/2022,2022,8,Summer,95,Romantic comedy,Not Rated,0,0,5.8,2314,1,Streaming-flop
369,13: The Musical,8/12/2022,2022,8,Summer,94,Musical,PG,0,0,5.2,1249,0,Streaming-flop
370,Day Shift,8/12/2022,2022,8,Summer,113,Fantasy comedy,R,0,0,6.1,98521,4,Streaming-hit
371,Look Both Ways,8/17/2022,2022,8,Summer,111,Romantic comedy,PG-13,0,0,6.3,26940,3,Streaming-flop
372,Royalteen,8/17/2022,2022,8,Summer,108,Coming-of-age,R,0,0,5.3,3200,3,Streaming-flop
373,The Next 365 Days,8/19/2022,2022,8,Summer,113,Erotic thriller,R,0,0,2.9,12940,3,Streaming-flop
374,That's Amor,8/25/2022,2022,8,Summer,96,Romantic comedy,PG-13,0,0,5.4,4460,2,Streaming-flop
375,Loving Adults,8/26/2022,2022,8,Summer,105,Thriller,Not Rated,0,0,6.5,15952,7,Streaming-hit
376,Me Time,8/26/2022,2022,8,Summer,104,Comedy,R,0,0,5.1,45084,5,Streaming-hit
377,Seoul Vibe,8/26/2022,2022,8,Summer,140,Action,R,0,0,5.5,2469,3,Streaming-flop
378,I Came By,8/31/2022,2022,8,Summer,110,Thriller,R,0,0,6.2,38882,3,Streaming-flop
379,Fenced in,9/1/2022,2022,9,Fall/Autumn,110,Comedy,Not Rated,0,0,4.5,841,0,Streaming-flop
380,Love in the Villa,9/1/2022,2022,9,Fall/Autumn,115,Romantic comedy,Not Rated,0,0,5.5,15129,3,Streaming-flop
381,The Festival of Troubadours,9/2/2022,2022,9,Fall/Autumn,102,Drama,R,0,0,5.8,3452,1,Streaming-flop
382,End of the Road,9/9/2022,2022,9,Fall/Autumn,91,Crime thriller,R,0,0,4.8,9702,3,Streaming-flop
383,No Limit,9/9/2022,2022,9,Fall/Autumn,118,Thriller,Not Rated,0,0,5.8,4465,4,Streaming-hit
384,Broad Peak,9/14/2022,2022,9,Fall/Autumn,102,Thriller,Not Rated,0,0,6,2529,2,Streaming-flop
385,Do Revenge,9/16/2022,2022,9,Fall/Autumn,118,Black comedy,NR,0,0,6.3,56580,3,Streaming-flop
386,Drifting Home,9/16/2022,2022,9,Fall/Autumn,120,Anime,PG,0,0,6.3,5715,3,Streaming-flop
387,I Used to Be Famous,9/16/2022,2022,9,Fall/Autumn,104,Musical drama,R,0,0,6.6,12370,1,Streaming-flop
388,Jogi,9/16/2022,2022,9,Fall/Autumn,116,Drama,Not Rated,0,0,7.1,7273,1,Streaming-flop
389,The Perfumier,9/21/2022,2022,9,Fall/Autumn,96,Crime drama,R,0,0,3.6,1968,2,Streaming-flop
390,A Jazzman's Blues,9/23/2022,2022,9,Fall/Autumn,128,Drama,R,0,0,6.8,4896,2,Streaming-flop
391,Lou,9/23/2022,2022,9,Fall/Autumn,107,Thriller,R,0,0,6.1,38132,3,Streaming-flop
392,Athena,9/23/2022,2022,9,Fall/Autumn,97,Drama,R,0,0,6.8,25339,0,Streaming-flop
393,Blonde,9/28/2022,2022,9,Fall/Autumn,167,Biographical drama,NC-17,0,0,5.4,77983,3,Streaming-flop
394,Aníkúlápó,9/30/2022,2022,9,Fall/Autumn,142,Fantasy drama,,0,0,,,3,Streaming-flop
395,Plan A Plan B,9/30/2022,2022,9,Fall/Autumn,106,Romantic comedy,Not Rated,0,0,4.6,3596,3,Streaming-flop
396,Rainbow,9/30/2022,2022,9,Fall/Autumn,118,Fantasy drama,R,0,0,4.7,1198,0,Streaming-flop
397,Jumping from High Places,10/5/2022,2022,10,Fall/Autumn,88,Drama,PG-13,0,0,5.8,1410,2,Streaming-flop
398,Mr. Harrigan's Phone,10/5/2022,2022,10,Fall/Autumn,106,Horror,PG-13,1,0,6,44006,3,Streaming-flop
399,Togo,10/5/2022,2022,10,Fall/Autumn,95,Thriller,Not Rated,0,0,5.4,737,2,Streaming-flop
400,Doll House,10/7/2022,2022,10,Fall/Autumn,106,Drama,Not Rated,0,0,6.4,602,2,Streaming-flop
401,Luckiest Girl Alive,10/7/2022,2022,10,Fall/Autumn,115,Mystery,R,0,0,6.4,59824,4,Streaming-hit
402,Old People,10/7/2022,2022,10,Fall/Autumn,101,Horror,Not Rated,0,0,5.1,7905,3,Streaming-flop
403,Someone Borrowed,10/11/2022,2022,10,Fall/Autumn,107,Romantic comedy,Not Rated,0,0,5.7,1969,4,Streaming-hit
404,The Curse of Bridge Hollow,10/14/2022,2022,10,Fall/Autumn,91,Comedy,PG-13,0,0,5.6,13985,4,Streaming-hit
405,The School for Good and Evil,10/19/2022,2022,10,Fall/Autumn,148,Children's fantasy,PG-13,0,0,5.9,41592,4,Streaming-hit
406,The Stranger,10/19/2022,2022,10,Fall/Autumn,117,Thriller,R,0,0,6.6,30255,2,Streaming-flop
407,20th Century Girl,10/21/2022,2022,10,Fall/Autumn,121,Romantic,Not Rated,0,0,7.4,14822,4,Streaming-hit
408,Hellhole,10/26/2022,2022,10,Fall/Autumn,90,Horror,R,0,0,5.8,9708,2,Streaming-flop
409,Robbing Mussolini,10/26/2022,2022,10,Fall/Autumn,90,Action comedy,Not Rated,0,0,5.5,2985,2,Streaming-flop
410,The Good Nurse,10/26/2022,2022,10,Fall/Autumn,123,Drama,R,0,0,6.8,89813,4,Streaming-hit
411,Beyond the Universe,10/27/2022,2022,10,Fall/Autumn,127,Romantic drama,R,0,0,6.6,2863,5,Streaming-hit
412,All Quiet on the Western Front,10/28/2022,2022,10,Fall/Autumn,148,War drama,R,0,0,7.8,311513,23,Streaming-hit
413,Cici,10/28/2022,2022,10,Fall/Autumn,151,Drama,,0,0,,,0,Streaming-flop
414,Wendell & Wild,10/28/2022,2022,10,Fall/Autumn,106,Stop motion fantasy horror comedy,PG-13,0,0,6.4,14790,0,Streaming-flop
415,Wild Is the Wind,10/28/2022,2022,10,Fall/Autumn,123,Crime drama,Not Rated,0,0,5.6,1847,2,Streaming-flop
416,The Takeover,11/1/2022,2022,11,Fall/Autumn,88,Action / thriller,Not Rated,0,0,5.8,34,3,Streaming-flop
417,The Soccer Football Movie,11/9/2022,2022,11,Fall/Autumn,73,CGI animation sports comedy,PG,0,0,3.1,1454,0,Streaming-flop
418,Falling for Christmas,11/10/2022,2022,11,Fall/Autumn,95,Romantic comedy,PG,0,0,5.3,33783,7,Streaming-hit
419,Lost Bullet 2: Back for More,11/10/2022,2022,11,Fall/Autumn,100,Action,R,0,1,6.3,7095,0,Streaming-flop
420,Don't Leave,11/11/2022,2022,11,Fall/Autumn,107,Drama,R,0,0,5.2,2173,2,Streaming-flop
421,"Monica, O My Darling",11/11/2022,2022,11,Fall/Autumn,130,Neo-noir comedy thriller,R,0,0,7.4,23961,2,Streaming-flop
422,My Father's Dragon,11/11/2022,2022,11,Fall/Autumn,103,Animated fantasy adventure,PG,0,0,6.5,4123,0,Streaming-flop
423,The Lost Lotteries,11/16/2022,2022,11,Fall/Autumn,106,Comedy,Not Rated,0,0,5.5,431,0,Streaming-flop
424,The Wonder,11/16/2022,2022,11,Fall/Autumn,109,Psychological drama,R,0,0,6.6,49098,2,Streaming-flop
425,Christmas with You,11/17/2022,2022,11,Fall/Autumn,90,Romantic comedy,PG,0,0,5.6,8624,2,Streaming-flop
426,Slumberland,11/18/2022,2022,11,Fall/Autumn,120,Fantasy adventure,PG,1,1,6.7,35782,4,Streaming-hit
427,Christmas on Mistletoe Farm,11/23/2022,2022,11,Fall/Autumn,103,Comedy,G,0,0,4.5,2269,2,Streaming-flop
428,Lesson Plan,11/23/2022,2022,11,Fall/Autumn,99,Crime drama,Not Rated,0,0,5,2313,3,Streaming-flop
429,The Swimmers,11/23/2022,2022,11,Fall/Autumn,135,Drama,PG-13,0,0,7.4,40149,3,Streaming-flop
430,Who's a Good Boy?,11/23/2022,2022,11,Fall/Autumn,95,Comedy,R,0,0,4.7,885,2,Streaming-flop
431,The Noel Diary,11/24/2022,2022,11,Fall/Autumn,100,Drama,PG,0,0,6.2,22216,4,Streaming-hit
432,A Man of Action,11/30/2022,2022,11,Fall/Autumn,111,Biopic,Not Rated,0,0,6.4,3841,2,Streaming-flop
433,Christmas Full of Grace,11/30/2022,2022,11,Fall/Autumn,105,Romantic comedy,R,0,0,4.6,936,2,Streaming-flop
434,My Name Is Vendetta,11/30/2022,2022,11,Fall/Autumn,90,Thriller,R,0,0,5.6,6918,11,Streaming-hit
435,Qala,12/1/2022,2022,12,Winter,119,Drama,Not Rated,0,0,7.2,8476,0,Streaming-flop
436,Troll,12/1/2022,2022,12,Winter,103,Monster,PG-13,0,0,5.8,58319,15,Streaming-hit
437,Lady Chatterley's Lover,12/2/2022,2022,12,Winter,127,Romantic drama,R,0,0,6.6,27312,3,Streaming-flop
438,Scrooge: A Christmas Carol,12/2/2022,2022,12,Winter,101,CGI animation musical fantasy comedy drama,G,1,1,6.2,9194,3,Streaming-flop
439,Delivery by Christmas,12/6/2022,2022,12,Winter,100,Romantic comedy,Not Rated,0,0,5.6,1119,2,Streaming-flop
440,Burning Patience,12/7/2022,2022,12,Winter,90,Drama,,0,0,6,409,0,Streaming-flop
441,The Marriage App,12/7/2022,2022,12,Winter,101,Drama,R,0,0,5.5,2341,2,Streaming-flop
442,The Claus Family 3,12/8/2022,2022,12,Winter,73,Fantasy,Not Rated,0,1,4.6,873,2,Streaming-flop
443,Guillermo del Toro's Pinocchio,12/9/2022,2022,12,Winter,116,Stop motion fantasy musical drama,PG,0,0,7.6,143117,0,Streaming-flop
444,I Believe in Santa,12/14/2022,2022,12,Winter,90,Romantic comedy,PG,0,0,4.6,4945,2,Streaming-flop
445,The Big 4,12/15/2022,2022,12,Winter,141,Action comedy,Not Rated,0,0,6.1,4492,3,Streaming-flop
446,"Bardo, False Chronicle of a Handful of Truths",12/16/2022,2022,12,Winter,159,Comedy,,0,0,,,0,Streaming-flop
447,Private Lesson,12/16/2022,2022,12,Winter,89,Romantic comedy,R,0,0,4.8,2384,2,Streaming-flop
448,A Not So Merry Christmas,12/20/2022,2022,12,Winter,100,Comedy,PG-13,1,1,4.8,1185,2,Streaming-flop
449,Glass Onion: A Knives Out Mystery,12/23/2022,2022,12,Winter,139,Murder mystery,,0,0,,,7,Streaming-hit
450,A Night at the Kindergarten,12/28/2022,2022,12,Winter,97,Black comedy,Not Rated,0,0,5.7,749,0,Streaming-flop
451,White Noise,12/30/2022,2022,12,Winter,136,Black comedy,R,0,0,5.7,47491,2,Streaming-flop
452,The Pale Blue Eye,1/6/2023,2023,1,Winter,130,Historical thriller drama,,0,0,,,4,Streaming-hit
453,Noise,1/11/2023,2023,1,Winter,105,Drama,,0,0,,,2,Streaming-flop
454,Dog Gone,1/13/2023,2023,1,Winter,95,Family drama,PG,0,0,6.1,7094,3,Streaming-flop
455,Disconnect: The Wedding Planner,1/13/2023,2023,1,Winter,107,Romantic comedy,,0,0,,,1,Streaming-flop
456,Alkhallat+,1/19/2023,2023,1,Winter,117,Satirical thriller,,0,0,,,1,Streaming-flop
457,Jung E,1/20/2023,2023,1,Winter,99,Sci-fi action / adventure,,0,0,,,0,Streaming-flop
458,Mission Majnu,1/20/2023,2023,1,Winter,129,Spy thriller,Not Rated,0,0,6.9,45541,3,Streaming-flop
459,The Price of Family,1/25/2023,2023,1,Winter,90,Comedy,,0,0,,,2,Streaming-flop
460,You People,1/27/2023,2023,1,Winter,118,Comedy,R,0,0,5.5,66984,4,Streaming-hit
461,True Spirit,2/3/2023,2023,2,Winter,109,Biopic,PG,0,0,6.8,12168,3,Streaming-flop
462,Infiesto,2/3/2023,2023,2,Winter,96,Thriller,R,0,0,5.6,5548,3,Streaming-flop
463,Dear David,2/9/2023,2023,2,Winter,118,Coming-of-age romantic drama,PG-13,0,0,5.7,1083,0,Streaming-flop
464,Your Place or Mine,2/10/2023,2023,2,Winter,111,Romantic comedy,PG-13,0,0,5.7,44259,4,Streaming-hit
465,Squared Love All Over Again,2/13/2023,2023,2,Winter,100,Romantic comedy,Not Rated,0,0,4.7,842,2,Streaming-flop
466,All the Places,2/14/2023,2023,2,Winter,97,Comedy drama,Not Rated,0,0,5.6,443,2,Streaming-flop
467,Unlocked,2/17/2023,2023,2,Winter,117,Thriller,Not Rated,1,1,6.4,13846,4,Streaming-hit
468,The Strays,2/22/2023,2023,2,Winter,97,Drama,R,0,0,4.9,13338,2,Streaming-flop
469,Call Me Chihiro,2/23/2023,2023,2,Winter,131,Drama,PG-13,0,0,7,4656,2,Streaming-flop
470,We Have a Ghost,2/24/2023,2023,2,Winter,127,Family adventure,PG-13,0,0,6.1,36657,5,Streaming-hit
471,Tonight You're Sleeping with Me,3/1/2023,2023,3,Spring,93,Romantic drama,R,0,0,3.9,1353,2,Streaming-flop
472,10 Days of a Good Man,3/3/2023,2023,3,Spring,124,Drama,R,0,0,6.5,6336,2,Streaming-flop
473,Love at First Kiss,3/3/2023,2023,3,Spring,96,Romantic comedy,,0,0,,,3,Streaming-flop
474,Faraway,3/8/2023,2023,3,Spring,109,Romantic comedy,Not Rated,0,0,6.7,6709,2,Streaming-flop
475,Have a Nice Day!,3/10/2023,2023,3,Spring,93,Comedy,Not Rated,0,0,5.5,323,0,Streaming-flop
476,Luther: The Fallen Sun,3/10/2023,2023,3,Spring,130,Crime drama,R,0,0,6.4,72040,5,Streaming-hit
477,In His Shadow,3/17/2023,2023,3,Spring,89,Drama,Not Rated,0,0,4.9,995,3,Streaming-flop
478,Noise,3/17/2023,2023,3,Spring,90,Thriller,Not Rated,0,0,3.5,4942,2,Streaming-flop
479,The Magician's Elephant,3/17/2023,2023,3,Spring,103,CGI animation fantasy adventure,PG,0,0,6.6,6719,3,Streaming-flop
480,Chor Nikal Ke Bhaga,3/24/2023,2023,3,Spring,110,Heist thriller,Not Rated,0,0,7.2,56273,4,Streaming-hit
481,Kill Boksoon,3/31/2023,2023,3,Spring,139,Crime thriller,R,0,0,6.6,15980,8,Streaming-hit
482,Murder Mystery 2,3/31/2023,2023,3,Spring,90,Mystery comedy,PG-13,0,1,5.7,82892,5,Streaming-hit
483,Chupa,4/7/2023,2023,4,Spring,98,Fantasy adventure,PG,0,0,5.6,8083,4,Streaming-hit
484,Kings of Mulberry Street: Let Love Reign,4/7/2023,2023,4,Spring,109,Comedy,PG-13,0,0,4.7,116,0,Streaming-flop
485,Oh Belinda,4/7/2023,2023,4,Spring,97,Drama,R,1,1,5.3,3808,2,Streaming-flop
486,Hunger,4/8/2023,2023,4,Spring,130,Thriller drama,,0,0,,,6,Streaming-hit
487,Queens on the Run,4/14/2023,2023,4,Spring,97,Comedy,Not Rated,0,0,4.6,1085,5,Streaming-hit
488,Phenomena,4/14/2023,2023,4,Spring,94,Comedy,Not Rated,0,0,5.4,3498,3,Streaming-flop
489,A Tourist's Guide to Love,4/21/2023,2023,4,Spring,96,Romantic comedy,PG,0,0,5.8,8374,3,Streaming-flop
490,Chokehold,4/21/2023,2023,4,Spring,112,Thriller,Not Rated,0,0,5.7,5122,3,Streaming-flop
491,One More Time,4/21/2023,2023,4,Spring,85,Comedy,R,0,0,5.8,2863,2,Streaming-flop
492,"Kiss, Kiss!",4/26/2023,2023,4,Spring,107,Romantic comedy,,0,0,,,2,Streaming-flop
493,The Matchmaker,4/27/2023,2023,4,Spring,81,Psychological thriller,Not Rated,0,0,3.7,654,0,Streaming-flop
494,AKA,4/28/2023,2023,4,Spring,124,Action thriller,Not Rated,0,0,6.6,14790,6,Streaming-hit
495,Royalteen: Princess Margrethe,5/11/2023,2023,5,Spring,98,Coming-of-age,R,0,1,4.7,1089,2,Streaming-flop
496,The Mother,5/12/2023,2023,5,Spring,117,Action drama,R,0,0,5.6,52474,6,Streaming-hit
497,Fanfic,5/17/2023,2023,5,Spring,95,Drama,NC-17,0,0,5.8,1599,0,Streaming-flop
498,Kathal – A Jackfruit Mystery,5/19/2023,2023,5,Spring,115,Dark crime dramedy,,0,0,,,0,Streaming-flop
499,Hard Feelings,5/24/2023,2023,5,Spring,103,Comedy,R,0,0,4.8,3509,2,Streaming-flop
500,Mother's Day,5/24/2023,2023,5,Spring,94,Action,R,0,0,5.3,2945,4,Streaming-hit
501,Blood and Gold,5/26/2023,2023,5,Spring,100,War,,0,0,,,0,Streaming-flop
502,Where the Tracks End,5/26/2023,2023,5,Spring,95,Family film,PG-13,0,0,7.1,1921,3,Streaming-flop
503,A Beautiful Life,6/1/2023,2023,6,Summer,99,Drama,R,0,0,6.4,9380,7,Streaming-hit
504,Missed Connections,6/2/2023,2023,6,Summer,107,Romantic comedy,Not Rated,0,0,4.4,299,1,Streaming-flop
505,Rich in Love 2,6/2/2023,2023,6,Summer,89,Romantic comedy,Not Rated,0,0,4.9,596,2,Streaming-flop
506,The Wonder Weeks,6/9/2023,2023,6,Summer,110,Comedy drama,,0,0,,,2,Streaming-flop
507,You Do You,6/9/2023,2023,6,Summer,99,Romantic comedy,PG-13,0,0,5,2831,4,Streaming-hit
508,Black Clover: Sword of the Wizard King,6/16/2023,2023,6,Summer,113,Anime,PG-13,0,0,7.4,9651,3,Streaming-flop
509,Extraction 2,6/16/2023,2023,6,Summer,123,Action thriller,,0,0,,,7,Streaming-hit
510,iNumber Number: Jozi Gold,6/23/2023,2023,6,Summer,113,Thriller,Not Rated,0,0,4.4,546,3,Streaming-flop
511,Make Me Believe,6/23/2023,2023,6,Summer,104,Romantic comedy,R,0,0,5.7,4073,5,Streaming-hit
512,The Perfect Find,6/23/2023,2023,6,Summer,99,Romantic comedy,R,0,0,5.2,3819,2,Streaming-flop
513,Through My Window 2: Across the Sea,6/23/2023,2023,6,Summer,111,Romance,,0,0,,,6,Streaming-hit
514,Lust Stories 2,6/29/2023,2023,6,Summer,132,Anthology film,R,0,1,5.7,52034,3,Streaming-flop
515,Nimona,6/30/2023,2023,6,Summer,102,CGI animation science fiction,PG,1,0,7.5,61297,4,Streaming-hit
516,Gold Brick,7/6/2023,2023,7,Summer,95,Comedy,R,0,0,6.2,3852,4,Streaming-hit
517,Seasons,7/7/2023,2023,7,Summer,109,Romance,R,0,0,5.1,425,3,Streaming-flop
518,The Out-Laws,7/7/2023,2023,7,Summer,95,Action comedy,R,0,0,5.4,41283,4,Streaming-hit
519,Mr. Car and the Knights Templar,7/12/2023,2023,7,Summer,110,Drama,PG-13,0,0,4.4,1531,2,Streaming-flop
520,Bird Box Barcelona,7/14/2023,2023,7,Summer,111,Post-apocalyptic horror-thriller,,0,0,,,4,Streaming-hit
521,Love Tactics 2,7/14/2023,2023,7,Summer,98,Romantic comedy,PG-13,0,0,5,2990,3,Streaming-flop
522,The (Almost) Legends,7/19/2023,2023,7,Summer,96,Comedy,Not Rated,0,0,6.4,667,2,Streaming-flop
523,They Cloned Tyrone,7/21/2023,2023,7,Summer,119,Sci-fi comedy mystery,R,0,0,6.7,47398,3,Streaming-flop
524,Happiness for Beginners,7/27/2023,2023,7,Summer,103,Romantic comedy,PG-13,0,0,6.1,22061,3,Streaming-flop
525,Paradise,7/27/2023,2023,7,Summer,118,Sci-fi action-thriller,R,0,0,6.3,25263,7,Streaming-hit
526,The Murderer,7/27/2023,2023,7,Summer,120,Black comedy,R,0,0,6.2,1261,1,Streaming-flop
527,Today We'll Talk About That Day,7/27/2023,2023,7,Summer,118,Melodrama,PG-13,0,0,5.9,242,0,Streaming-flop
528,Big Nunu's Little Heist,7/28/2023,2023,7,Summer,92,Comedy,R,0,0,4.1,314,1,Streaming-flop
529,Soulcatcher,8/2/2023,2023,8,Summer,98,Thriller,R,0,0,3.7,1602,3,Streaming-flop
530,Head to Head,8/3/2023,2023,8,Summer,94,Thriller comedy,Not Rated,0,0,6,3479,2,Streaming-flop
531,Zom 100: Bucket List of the Dead,8/3/2023,2023,8,Summer,129,Zombie apocalypse / comedy,R,1,0,5.5,8090,4,Streaming-hit
