Title,Release date,Year,Month,Season,runTime,Genre,MPAA_Rating,is_original,is_franchise,averageRating,numVotes,performance,Original,Franchise
Private Lesson,12/16/2022,2022,12,Winter,89,Romantic comedy,R,0,0,4.8,2384,Streaming-flop,Non-Original,Non-Francise
A Not So Merry Christmas,12/20/2022,2022,12,Winter,100,Comedy,PG-13,1,1,4.8,1185,Streaming-flop,Original,Francise
A Night at the Kindergarten,12/28/2022,2022,12,Winter,97,Black comedy,Not Rated,0,0,5.7,749,Streaming-flop,Non-Original,Non-Francise
White Noise,12/30/2022,2022,12,Winter,136,Black comedy,R,0,0,5.7,47491,Streaming-flop,Non-Original,Non-Francise
Dog Gone,1/13/2023,2023,1,Winter,95,Family drama,PG,0,0,6.1,7094,Streaming-flop,Non-Original,Non-Francise
Mission Majnu,1/20/2023,2023,1,Winter,129,Spy thriller,Not Rated,0,0,6.9,45541,Streaming-flop,Non-Original,Non-Francise
You People,1/27/2023,2023,1,Winter,118,Comedy,R,0,0,5.5,66984,Streaming-hit,Non-Original,Non-Francise
True Spirit,2/3/2023,2023,2,Winter,109,Biopic,PG,0,0,6.8,12168,Streaming-flop,Non-Original,Non-Francise
Infiesto,2/3/2023,2023,2,Winter,96,Thriller,R,0,0,5.6,5548,Streaming-flop,Non-Original,Non-Francise
Dear David,2/9/2023,2023,2,Winter,118,Coming-of-age romantic drama,PG-13,0,0,5.7,1083,Streaming-flop,Non-Original,Non-Francise
Your Place or Mine,2/10/2023,2023,2,Winter,111,Romantic comedy,PG-13,0,0,5.7,44259,Streaming-hit,Non-Original,Non-Francise
Squared Love All Over Again,2/13/2023,2023,2,Winter,100,Romantic comedy,Not Rated,0,0,4.7,842,Streaming-flop,Non-Original,Non-Francise
All the Places,2/14/2023,2023,2,Winter,97,Comedy drama,Not Rated,0,0,5.6,443,Streaming-flop,Non-Original,Non-Francise
Unlocked,2/17/2023,2023,2,Winter,117,Thriller,Not Rated,1,1,6.4,13846,Streaming-hit,Original,Francise
The Strays,2/22/2023,2023,2,Winter,97,Drama,R,0,0,4.9,13338,Streaming-flop,Non-Original,Non-Francise
Call Me Chihiro,2/23/2023,2023,2,Winter,131,Drama,PG-13,0,0,7,4656,Streaming-flop,Non-Original,Non-Francise
We Have a Ghost,2/24/2023,2023,2,Winter,127,Family adventure,PG-13,0,0,6.1,36657,Streaming-hit,Non-Original,Non-Francise
Tonight You're Sleeping with Me,3/1/2023,2023,3,Spring,93,Romantic drama,R,0,0,3.9,1353,Streaming-flop,Non-Original,Non-Francise
10 Days of a Good Man,3/3/2023,2023,3,Spring,124,Drama,R,0,0,6.5,6336,Streaming-flop,Non-Original,Non-Francise
Faraway,3/8/2023,2023,3,Spring,109,Romantic comedy,Not Rated,0,0,6.7,6709,Streaming-flop,Non-Original,Non-Francise
Have a Nice Day!,3/10/2023,2023,3,Spring,93,Comedy,Not Rated,0,0,5.5,323,Streaming-flop,Non-Original,Non-Francise
Luther: The Fallen Sun,3/10/2023,2023,3,Spring,130,Crime drama,R,0,0,6.4,72040,Streaming-hit,Non-Original,Non-Francise
In His Shadow,3/17/2023,2023,3,Spring,89,Drama,Not Rated,0,0,4.9,995,Streaming-flop,Non-Original,Non-Francise
Noise,3/17/2023,2023,3,Spring,90,Thriller,Not Rated,0,0,3.5,4942,Streaming-flop,Non-Original,Non-Francise
The Magician's Elephant,3/17/2023,2023,3,Spring,103,CGI animation fantasy adventure,PG,0,0,6.6,6719,Streaming-flop,Non-Original,Non-Francise
Chor Nikal Ke Bhaga,3/24/2023,2023,3,Spring,110,Heist thriller,Not Rated,0,0,7.2,56273,Streaming-hit,Non-Original,Non-Francise
Kill Boksoon,3/31/2023,2023,3,Spring,139,Crime thriller,R,0,0,6.6,15980,Streaming-hit,Non-Original,Non-Francise
Murder Mystery 2,3/31/2023,2023,3,Spring,90,Mystery comedy,PG-13,0,1,5.7,82892,Streaming-hit,Non-Original,Francise
Chupa,4/7/2023,2023,4,Spring,98,Fantasy adventure,PG,0,0,5.6,8083,Streaming-hit,Non-Original,Non-Francise
Kings of Mulberry Street: Let Love Reign,4/7/2023,2023,4,Spring,109,Comedy,PG-13,0,0,4.7,116,Streaming-flop,Non-Original,Non-Francise
Oh Belinda,4/7/2023,2023,4,Spring,97,Drama,R,1,1,5.3,3808,Streaming-flop,Original,Francise
Queens on the Run,4/14/2023,2023,4,Spring,97,Comedy,Not Rated,0,0,4.6,1085,Streaming-hit,Non-Original,Non-Francise
Phenomena,4/14/2023,2023,4,Spring,94,Comedy,Not Rated,0,0,5.4,3498,Streaming-flop,Non-Original,Non-Francise
